"mz","rt","into"
347.155,3501.384,238818.793
348.142,3501.384,150425.59
350.186,3662.574,175073.792
350.977,2789.33,374036.656
351.116,3501.384,205668.513
352.1,2794.025,251136.398
352.986,2532.677,879668.682
353.107,3502.949,120134.525
354.15,2792.46,173901.321
354.3,3620.32,51277.225
356.205,3840.979,258986.27
357.159,3473.214,220815.639
358.094,2787.765,154093.036
358.9,2917.656,1117122.04
359.188,3728.302,272933.081
359.887,2920.786,1103191.272
360.085,2692.303,7457843.563
360.9,2922.351,889552.009
361.054,2692.303,1938517.95
361.173,3169.613,974223.546
361.866,2920.786,663489.731
362.058,2692.303,491933.697
362.137,3169.613,296741.986
363.173,3265.076,269878.757
363.913,2920.786,126097.777
364.195,3690.743,155474.925
365,2690.738,8963502.493
365.178,3396.532,317859.043
366,2690.738,2003961.264
366.136,2795.59,702447.949
366.264,3851.933,386455.206
367.2,3531.118,2423942.377
368.2,3531.118,637453.74
372.2,3321.414,3646832.885
373.2,3322.979,845697.31
376.276,3909.836,158862.502
377.08,3075.716,65916.887
379.129,3333.934,1171788.146
380.108,3155.529,1563407.46
381,2690.738,1313396.047
381.118,2897.312,282437.006
381.122,3155.529,343710.955
382.166,3249.426,920957.342
385.176,3179.003,1123948.8
386.17,3180.568,313348.85
388.1,2698.562,606807.798
389.2,3355.843,959959.109
390.195,3355.843,279306.016
391.141,3629.71,5942055.08
392.143,3631.275,1584953.656
393.171,3631.275,328382.848
394.176,3077.281,233468.309
395.213,3718.912,230011.656
396.2,3333.934,428490.414
397.171,3332.369,118164.481
398.2,3393.402,1716650.13
399.105,2801.849,287810.498
399.2,3391.837,527835.969
400.1,2787.765,293209.884
400.2,3701.698,11628201.484
401.2,3701.698,4059629.319
404.1,2690.738,157515.347
408.178,3446.61,751128.359
410.253,3939.571,223544.907
413.137,3631.275,676852.859
414.1,3631.275,180016.472
414.2,3061.632,258999.619
416.1,2693.868,322456.687
417.2,3401.227,200550.76
420.218,3884.797,260905.973
421.083,2800.284,92219.374
424.2,3510.773,1673201.434
425.2,3510.773,513617.165
426.1,3019.378,386864.379
426.2,3717.347,11182703.104
426.3,3797.16,118998.127
429.241,3892.622,767394.62
429.224,4077.286,431114.831
430.116,2690.738,2222892.7
430.221,3892.622,263236.13
430.217,4074.157,204156.774
431.115,2690.738,603054.767
433.195,3817.504,530128.939
435.18,3402.792,71583.689
436.2,3629.71,292767.716
438.173,3460.695,2944405.639
439.183,3459.13,727318.885
440.198,3481.039,369651.74
444.1,2686.043,116900.378
447.2,3875.407,4399067.99
448.2,3493.559,1632516.193
448.2,3876.972,1418936.497
449.2,3493.559,517180.664
452.138,3078.846,1266409.545
454.151,3293.245,6945636.208
454.2,3358.973,1232795.165
455.187,3293.245,1680693.702
456.2,3293.245,328865.865
458.2,3044.417,470208.722
458.223,2950.52,144399.42
459.205,3045.982,129063.188
460.135,3456,98293.094
461.232,3909.836,515938.211
462.2,3337.064,904380.338
463.186,3044.417,253796.152
464.2,3466.955,8752916.382
465.2,3466.955,2326307.974
466.2,3697.003,3098663.598
467.2,3698.568,857864.642
468.203,3132.055,352944.199
474.113,3078.846,151437.082
478.233,3631.275,1865883.625
479.286,3631.275,627057.64
480.1,3394.967,828229.468
480.2,3322.979,35235910.022
481.2,3322.979,9045799.246
482.2,3612.495,6482971.733
483.2,3612.495,1750445.478
483.321,3747.081,144336.661
484.2,3612.495,324952.972
486.185,3466.955,311629.399
486.208,2801.849,202150.134
490.31,3884.797,69677.441
492.2,3665.704,485690.796
494.196,3429.396,677867.962
494.2,3113.275,385146.108
496.2,3420.006,29330262.406
496.2,3349.583,10633729.731
497.2,3420.006,8015786.252
497.2,3349.583,2885737.908
498.2,3420.006,1462692.133
498.2,3349.583,708213.428
499.218,3420.006,192221.802
500.148,3049.112,126633.54
500.217,2801.849,126973.332
502.195,3169.613,12650641.839
503.161,3171.178,3627364.322
504.171,3265.076,3232523.161
505.193,3265.076,916982.452
505.359,3743.951,206049.975
506.1,3740.821,133022.817
506.2,3396.532,3723910.607
507.2,3396.532,1075706.013
508.2,3531.118,31509861.22
509.2,3531.118,8890655.716
510.2,3779.945,4418648.479
511.2,3779.945,1254268.833
512.206,3781.51,261901.734
516.2,3110.145,85945.345
518.2,3421.571,1159243.209
519,3736.127,50652.332
519.198,3420.006,325307.042
520.197,3213.432,747417.298
520.2,3276.03,748703.379
520.322,4138.32,159786.378
521.2,3213.432,242881.397
521.206,3276.03,229090.652
522.2,3376.187,17660648.544
522.2,3440.35,13786704.652
523.2,3374.622,5103402.107
523.2,3441.915,4063380.078
524.2,3637.535,2742565.672
524.245,3717.347,22013580.293
525.217,3717.347,6654378.109
526.156,3179.003,15196914.542
527.189,3179.003,4593730.014
527.313,3734.562,404886.313
528.197,3243.166,1268856.956
528.163,3179.003,905304.796
528.181,3294.81,560405.757
529.186,3243.166,403583.523
530.2,3355.843,14164274.813
531.2,3355.843,4340520.281
532.2,3490.429,2196042.666
532.2,3355.843,915863.513
533.2,3490.429,661848.775
534.2,3592.151,1391468.02
534.3,3866.018,1153315.105
535.2,3592.151,435525.585
535.991,3524.858,65020.176
536.211,3718.912,3746025.436
537.2,3751.776,254877.465
537.2,3573.371,211227.206
537.261,3718.912,1133252.444
538.184,3495.124,254784.815
538.4,4139.885,90577.018
544.1,3394.967,85090.12
544.2,3208.737,2669599.897
545.2,3207.172,852403.357
546.2,3207.172,575493.148
546.272,3017.813,995331.624
546.4,4139.885,150392.059
547.247,3017.813,328355.485
547.414,4143.015,43533.315
548.104,3185.263,668067.419
548.3,3517.033,221770.423
549.341,3731.432,310674.917
549.36,4132.06,207236.203
550.284,3682.918,5451722.418
550.263,3614.06,4257790.764
551.295,3682.918,1760017.888
551.246,3614.06,1384442.407
551.4,3728.302,96484.657
552.182,3357.408,478935.559
552.284,4017.818,1181370.686
553.256,4017.818,398237.328
554.2,3341.758,218758.889
556.212,3114.84,185375.815
556.314,2916.091,124019.99
557.328,3515.468,116473.877
558.2,3534.248,338304.049
559.213,3535.813,121371.908
560.227,3648.489,146659.289
562.984,3725.172,80414.395
564.21,3460.695,531539.64
564.263,3881.667,278991.886
564.394,4139.885,201694.314
565.232,3462.26,214969.357
565.413,4138.32,71417.488
566.206,3582.761,344389.681
568.2,3213.432,3776656.185
568.318,3621.885,228253.685
569.2,3213.432,1305691.928
569.338,3618.755,93720.161
569.825,2920.786,110686.956
570.128,3138.314,963487.973
570.332,4130.495,73301.47
571.115,3138.314,326378.644
571.423,3725.172,304004.38
571.8,2920.786,112616.532
572.245,3402.792,337915.324
573.223,3402.792,121220.597
573.961,3723.607,73697.415
575.371,4130.495,126529.53
576.26,2861.318,110578.974
577.3,4117.975,52694.435
578.2,3972.435,95666.619
578.297,3845.673,534009.167
578.296,3933.311,622064.953
579.192,2795.59,707584.318
579.383,3510.773,190138.788
580.105,2794.025,250390.435
580.2,3390.272,302588.656
584.175,3399.662,177368.303
584.982,3717.347,88232.948
585.171,3399.662,46812.085
586.2,3288.55,71249.044
590.188,3213.432,196557.389
590.285,3005.293,1110252.337
591.297,3005.293,404658.122
592.133,3138.314,132374.426
592.536,3507.643,68675.879
593.369,3718.912,329582.872
594.21,3394.967,164900.069
594.346,3617.19,197940.02
595.219,3006.858,195758.328
595.939,3717.347,47342.489
596.364,3820.634,293010.808
597.356,3820.634,124673.307
599.3,4031.903,109637.956
