"mz","rt","into"
366.2,3840.978,278174.09
367.19,3521.727,1617637.175
368.2,3521.727,457324.644
372.19,3252.555,3037266.136
373.192,3252.555,739726.507
375.93,2512.332,245600.277
376.193,3714.217,131973.33
376.188,3449.74,95461.789
377.885,2510.768,74118.57
379.1,3322.978,1839451.656
380.1,3143.009,1756725.233
380.136,3321.413,495773.761
381.1,3144.574,390842.162
382.1,3235.341,944606.183
382.222,3783.075,286404.148
384.2,3991.213,608698.799
385.131,3168.048,903258.9
386.156,3169.613,275222.644
389.17,3346.453,673382.335
390.184,3344.888,188020.918
391.112,3618.755,2162710.822
392.139,3620.32,610131.751
396.193,3322.978,794110.403
397.175,3322.978,210330.845
398.189,3322.978,1376143.44
398.3,4049.117,56563.101
399.108,2795.589,347198.38
400.2,3606.235,12036678.871
401.1,3322.978,363286.882
408.1,3430.96,233681.464
410.24,3930.18,949318.774
411.237,3930.18,304811.059
412.29,4111.715,655969.599
413.1,3618.755,120558.373
413.226,4111.715,202687.288
414.1,3050.676,125159.006
417.205,3388.706,58846.606
423.157,3249.426,180690.967
424.2,3445.045,961030.38
425.204,3438.785,207762.762
426.093,3011.553,282697.263
426.2,3640.664,10283077.712
429.207,3880.102,488037.315
430.1,2682.912,3076213.271
431.1,2684.477,910517.598
438.17,3449.74,2003832.929
438.298,4049.117,509452.014
439.162,3451.305,505118.471
439.3,4049.117,172128.239
444.1,2682.912,250968.947
447.2,3861.322,2248041.666
448.2,3413.746,1175355.33
452.1,3071.021,824219.305
454.105,3283.855,4480131.326
455.118,3283.855,1085377.072
456.139,3283.855,206175.171
458.19,3038.157,237943.185
461.219,3900.446,243735.157
462.1,3318.283,80129.495
462.194,3277.595,743806.708
464.173,3457.564,6292707.267
465.2,3457.564,1673537.352
466.1,3477.909,51796.163
466.2,3689.177,2367438.197
467.2,3689.177,662154.178
468.212,2931.74,534910.74
469.3,2930.175,128073.34
473.182,2931.74,112626.493
478.2,3620.32,1268675.596
479.206,3620.32,403231.89
480.16,3313.589,24831778.593
481.144,3313.589,6564554.421
482.2,3603.105,4489166.011
483.2,3603.105,1183593.902
484.185,3603.105,236337.871
486.197,2795.589,309458.405
486.156,3457.564,271452.663
487.219,2794.024,82935.61
491.206,3396.531,334951.453
492.203,3657.878,334754.269
493.2,3697.002,228960.01
494.2,3174.308,375367.342
496.2,3420.005,26861430.682
496.2,3346.453,9642980.332
497.2,3420.005,7258384.378
497.2,3346.453,2682532.622
498.2,3420.005,1334981.345
498.176,3346.453,721769.025
499.255,3308.894,226783.509
499.208,3420.005,236429.694
500.223,2795.589,143302.355
502.1,3160.223,8332544.139
503.104,3160.223,2355995.249
504.109,3254.12,2088344.398
505.136,3254.12,591917.298
505.36,3732.996,126013.758
506.197,3390.271,2358940.343
507.197,3390.271,721120.28
508.2,3521.727,20421455.683
509.1,3581.196,127861.313
509.2,3521.727,5722394.978
510.1,3466.954,53645.07
510.2,3773.685,1874392.245
510.2,3520.162,1053566.632
511.2,3775.25,526870.117
512.287,2919.22,592109.123
513.263,2919.22,172571.994
513.263,3526.422,75865.04
515.235,3418.441,185065.981
517.207,2919.22,91781.188
518.194,3418.441,1089064.388
519.162,3418.441,304954.867
520.2,3208.737,648773.971
520.181,3274.465,527972.553
521.184,3210.302,213463.875
521.182,3274.465,181418.394
522.2,3373.057,16060743.821
522.2,3440.35,11862489.283
523.2,3373.057,4665992.322
523.2,3440.35,3472353.902
524.2,3722.041,18530208.397
525.2,3722.041,5497723.664
526.1,3168.048,11084285.094
526.2,3722.041,1144360.132
527.1,3169.613,3393948.222
527.258,3723.606,319426.639
528.147,3232.211,819135.085
528.125,3169.613,645535.615
529.138,3233.776,257960.515
529.2,3282.29,109616.047
530.2,3346.453,9541865.216
531.2,3346.453,2924720.725
532.2,3481.039,1201967.391
532.159,3346.453,631348.739
533.2,3481.039,415531.059
534.2,3582.761,786136.614
535.2,3582.761,272570.886
535.369,3513.903,161630.592
536.016,3922.356,210974.039
536.2,3707.957,1914597.389
536.2,3563.981,713206.125
537.036,3922.356,110203.594
537.2,3707.957,591917.298
538.063,3920.791,101693.22
538.2,3493.558,121245.383
544.1,3247.861,201524.379
544.2,3204.042,2437816.512
545.194,3204.042,777892.826
546.194,3199.347,448313.03
546.2,3722.041,594184.597
548.109,3172.743,641591.346
549.361,3720.477,270311.289
550.1,3720.477,239041.073
550.2,3687.613,3691602.576
550.209,3614.06,2395663.019
551.2,3612.495,806277.551
551.2,3686.048,1159191.528
551.3,3723.606,91890.408
552.219,4033.467,1178731.1
554.162,3205.607,389644.381
556.3,2906.701,563493.969
557.275,2908.266,195362.395
557.409,3507.643,228162.164
558.178,3385.576,219182.536
558.148,3523.292,237221.742
559.125,3387.141,86501.178
559.211,3529.552,60610.412
560.059,3506.078,42593.04
560.168,3639.099,77880.66
561.245,2908.266,88710.891
562.449,3498.253,27200.179
562.969,3711.087,51757.3
564.2,3459.129,310207.519
565.216,3459.129,122022.281
566.2,3571.806,398129.634
568.187,3208.737,3206214.09
568.313,3610.93,118455.561
569.2,3208.737,1084157.978
569.7,2925.48,157088.44
570.116,3202.477,725809.896
571.364,3711.087,259821.466
572.207,3401.226,274460.31
572.8,2916.09,237799.538
573.187,3399.661,90522.73
573.447,3022.507,50976.5
573.8,2906.701,256355.593
573.961,3711.087,37550.764
576.4,3714.217,34873.149
579.1,2787.764,401807.172
579.407,3502.948,352386.355
580.181,3573.371,237191.647
582.053,3502.948,53508.915
584.383,3496.688,48589.744
584.991,3707.957,67678.425
590.166,3210.302,199358.98
590.246,2995.903,211669.199
591.311,2994.338,72627.765
592.98,3493.558,35192.314
593.445,3707.957,425769.74
594.211,3391.836,115931.084
596.025,3707.957,61369.296
596.359,3809.679,161920.107
597.331,3809.679,66215.791
598.451,3703.262,43868.515
