"mz","rt","into"
309.2,3661.009,474829.718
310.08,2923.916,172055.298
310.19,3620.32,192388.209
310.2,3665.703,224688.464
311.1,3064.761,277181.969
311.219,3861.323,127103.223
312.104,2995.903,293193.907
312.205,3851.933,219733.399
313.004,2783.07,1704155.432
313.105,3276.03,1225817.55
313.181,3790.9,383624.221
314.005,2781.505,388253.14
314.153,3277.595,292071.255
316.181,3648.489,174118.77
317,2786.2,554864.609
317.153,3132.054,220172.445
318,2786.2,121844.231
321.15,3657.879,297015.323
322.199,3496.688,648546.052
322.125,3379.317,238208.464
323.16,3496.688,158127.916
324.1,2787.765,339832.022
324.163,3269.77,221263.214
326.2,3413.746,4809521.448
327.083,3495.124,190747.102
327.2,3413.746,1108851.283
328.2,3618.755,6463382.867
329.097,3491.994,325363.79
329.2,3618.755,1521141.362
330.2,3618.755,201588.695
330.155,3493.559,94656.81
331.121,3485.734,466357.165
335.005,2781.505,382769.556
336,2781.505,73353.488
336.173,3186.828,103112.991
337.103,3434.09,332627.88
338.094,3019.378,396319.791
338.1,2786.2,244170.913
338.2,3659.444,614212.525
339.1,3019.378,449907.012
339.172,3308.894,3474207.111
343,2679.783,20269361.92
343,2592.145,2472386.87
343.1,2758.03,414650.81
344,2679.783,4426345.384
344.141,3103.885,915938.266
345.014,2679.783,703795.376
346.109,3491.994,732502.016
347.117,3491.994,202822.16
348.183,3415.311,456678.246
348.127,3485.734,221323.833
348.174,3282.29,165830.903
349.115,3415.311,146310.305
350.18,3615.625,282937.261
351.114,3490.429,185786.687
352.106,2786.2,265882.993
352.152,3485.734,165714.373
353.138,3485.734,223895.037
354.2,3610.93,1135610.95
355.19,3610.93,334039.86
356.2,3819.069,1189376.085
357.1,3460.695,107080.848
357.207,3819.069,328565.947
359,3493.559,106565.984
359.2,3704.827,462141.393
360.03,2682.913,9748523.95
361.053,2682.913,2206508.131
361.146,3157.094,1170645.198
362.051,2681.348,770409.316
362.118,3157.094,312079.199
363.158,3250.991,405917.613
364.218,3720.477,382350.357
365,2681.348,12540961.989
365,2592.145,1763845.919
365.163,3379.317,372091.887
366,2681.348,2864111.74
366.1,2786.2,652282.583
366.171,3844.108,428862.872
367.2,3515.468,2734570.633
368.2,3515.468,841651.138
370.061,2679.783,577684.957
371.2,3637.534,501808.198
372.1,3614.06,201897.52
372.2,3553.027,5257776.987
376.198,3449.74,185802.724
376.172,3609.365,85979.535
376.211,3704.827,162499.44
377.037,3069.456,94719.827
378.953,2786.2,276832.412
379.124,3324.544,606273.861
381,2679.783,1822015.037
382.2,3783.075,710639.895
384.243,3978.694,1085362.525
385.133,3168.048,1137379.056
385.2,3435.655,706083.531
385.136,3673.528,624900.184
386.1,3675.093,159176.759
386.147,3168.048,325325.431
386.191,3435.655,216543.332
388.078,2684.478,584497.896
389.153,3343.323,1199783.262
390.19,3343.323,348186.255
391.144,3621.885,6899364.312
392.151,3623.45,1832399.71
393.18,3625.015,399851.877
394.1,3244.731,186816.449
395.211,3703.262,420647.605
396.192,3324.544,212417.291
396.2,3703.262,116468.078
398.2,3648.489,2610594.338
398.3,4044.422,302032.713
399.1,2797.154,517279.867
400.2,4110.15,1509058.954
403.1,2945.825,93996.999
404.076,2679.783,299182.047
408.1,3484.169,464967.997
408.2,3427.831,108910.26
410.279,3930.181,980012.03
411.224,3930.181,304741.632
412.298,4099.196,3412993.599
413.1,3625.015,778922.184
413.292,4099.196,991447.079
414.128,3625.015,230597.298
414.18,3052.242,252452.207
414.271,4099.196,177492.869
415.169,3612.495,146940.98
416.1,2681.348,439237.663
421.079,2795.589,156029.947
423.106,3243.166,236249.547
424.192,3144.574,154440.46
424.238,3989.649,183854.368
424.2,2944.26,157000.8
426.1,3005.293,792979.176
426.2,4103.89,3199477.668
427,2670.393,270644.43
427.1,3006.858,189314.813
427.2,4107.02,913644.405
429.2,3880.102,580907.655
429.2,4067.896,735571.874
429.2,4027.208,790945.475
429.2,3973.999,494892.952
430.1,2681.348,1911680.018
430.208,4066.332,398260.315
431.108,2682.913,559442.451
433.193,3800.289,487331.827
436.197,3623.45,375812.224
437.1,3208.737,635914.985
438.151,3443.48,3472534.68
438.3,4047.552,1688005.87
439.152,3443.48,865853.723
439.298,4047.552,543352.35
440.153,3456,432281.501
440.142,3139.879,116362.445
440.3,4049.117,86004.575
441.124,4111.715,119691.646
442.91,2681.348,788787.384
444.01,2679.783,348573.721
444.184,2891.051,166816.818
445.2,4047.552,438617.855
446.178,4047.552,124952.73
447.1,3413.746,181608.28
447.2,3858.193,1440194.377
448.097,3006.858,103009.865
448.2,3858.193,480186.859
448.2,3743.951,871690.974
449.167,3279.16,144480.636
450.193,3623.45,252000.345
451.175,3618.755,74542.999
452.102,3066.326,2293581.69
454.102,3277.595,12268923.92
455.107,3276.03,2991215.8
456.123,3277.595,525963.635
457.177,3277.595,76716.3
458.2,3036.592,347732.419
459.101,4111.715,222772.972
460.119,3441.915,130848.639
463.174,3035.027,224751.859
464.2,3454.435,9624482.182
465.184,3454.435,2655185.847
466.1,3445.045,216196.925
466.2,3684.483,3738130.266
467.197,3684.483,986922.616
468.2,3128.924,254514.74
468.253,2930.175,267867.797
468.2,3698.567,307013.17
473.169,2928.61,86935.956
473.214,3130.489,100386.679
474.108,3066.326,262871.675
478.1,3149.269,211280.647
478.2,3623.45,1369781.956
479.219,3623.45,454970.089
480.168,3307.329,42230618.198
481.17,3308.894,10921240.186
482.1,3310.459,711236.16
482.186,3592.151,7209760.658
482.2,3537.377,2000566.022
483.1,3318.284,174832.463
483.2,3592.151,1910356.151
484.19,3592.151,369011.077
486.145,3454.435,300614.063
486.213,2797.154,252488.137
487.104,3236.906,340726.176
488.2,2876.967,268054.639
491.2,3355.843,432037.001
492.206,3651.619,606211.915
493.1,3025.637,207717.772
493.192,3646.924,668974.062
494.1,3451.305,159085.992
494.2,3416.876,1529021.074
494.182,3091.366,484938.066
495.21,3416.876,438350.32
496.2,3384.012,29480297.521
496.2,3316.719,10456652.807
497.1,3448.175,82131.2
497.2,3384.012,8063598.677
497.2,3316.719,2875709.725
498.1,3351.148,193760.829
498.2,3385.577,1540413.928
498.195,3318.284,597070.124
499.195,3384.012,230905.243
500.2,2797.154,235322.261
500.139,3038.157,190889.15
501.184,3133.619,103685.394
501.18,3481.039,89060.988
502.1,3157.094,16972821.72
503.103,3157.094,4810844.094
504.142,3252.556,5356955.068
505.189,3252.556,1490180.443
505.309,3720.477,98120.016
506.192,3380.882,4958426.503
507.2,3380.882,1492306.708
508.2,3515.468,40421850.424
509.1,3592.151,117557.434
509.1,3639.099,83579.705
509.2,3515.468,11501353.745
510.2,3747.081,1800050.55
510.2,3523.293,3214977.521
511.1,3024.073,99422.044
511.2,3747.081,540843.34
512.251,2917.656,321916.965
512.204,3117.97,223683.769
513.242,3117.97,103745.056
517.1,3121.1,59954.321
517.235,2917.656,73778.003
518.16,3384.012,901301.46
519.147,3385.577,277928.103
520.1,3927.051,286452.42
520.2,3188.393,1023937.238
520.195,3249.426,747573.961
520.366,4128.93,143201.919
521.1,3923.921,113684.037
521.2,3188.393,316419.247
521.209,3250.991,234522.574
522.2,3346.453,22194546.566
522.2,3409.051,15355128.96
523.2,3344.888,6247155.204
523.2,3409.051,4490686.12
523.3,3720.477,198015.55
524.1,3185.263,851067.084
524.2,3664.138,30259398.361
525.2,3664.138,8969329.21
526.1,3168.048,18285754.953
526.2,3664.138,1989462.671
527.114,3168.048,5493533.72
527.33,3718.912,103279.615
528.12,3230.646,2292681.17
528.108,3168.048,1025123.469
528.145,3282.29,899080.804
529.1,3280.725,279344.474
529.126,3230.646,700840.025
529.326,3615.625,52231.875
530.1,3388.707,715898.484
530.1,3426.266,472366.966
530.2,3343.323,20771850.825
531.2,3343.323,6444674.219
532.2,3477.909,3416165.851
532.152,3343.323,1473748.995
533.1,3025.637,267399.427
533.2,3477.909,1058079.954
534.2,3578.066,2558524.6
534.303,3856.628,227348.111
535.2,3578.066,866274.45
535.333,3506.078,431006.044
536.2,3703.262,7608849.498
537.2,3703.262,2370711.456
538.209,3704.827,517751.976
538.302,4128.93,158885.633
542.13,3853.498,192383.998
544.1,3396.531,104050.17
544.2,3185.263,3224455.117
545.2,3185.263,1037062.452
546.154,3193.087,1015901.377
546.2,3657.879,581063.872
546.2,3005.293,476299.517
546.345,4132.06,107253.244
547.161,3194.652,282705.088
547.176,3657.879,168605.197
548.1,3174.308,758915.779
548.233,3493.559,456387.166
548.389,3768.99,424617.941
549.079,3499.818,117038.546
549.319,4045.987,602193.22
550.1,3230.646,108497.117
550.2,3642.229,6553123.208
550.206,3578.066,5390313.78
550.5,3501.383,30808.925
551.1,3013.118,72639.475
551.2,3578.066,1817460.578
551.206,3642.229,2174851.176
551.313,3856.628,870902.6
552.1,3344.888,373539
552.2,3643.794,490008.495
552.3,3856.628,496456.078
553.167,3348.018,269287.206
554.195,3327.673,368484.072
556.189,3430.96,329320.253
556.277,2905.136,297420.425
556.233,3105.45,205937.684
557.1,3426.266,65463.054
557.187,2911.396,198372.728
557.239,3346.453,192797.145
557.342,3495.124,164180.723
558.2,3523.293,478131.776
558.205,3703.262,179006.806
559.193,3523.293,153144.675
560.2,3635.969,338370.359
561.182,3634.404,111999.944
561.371,3925.486,101343.032
562,3504.513,60260.888
562.218,3424.701,163595.427
563.3,4102.325,113580.75
563.391,3819.069,471995.951
564.2,3432.525,495463.924
565.075,3025.637,131555.736
565.239,3434.09,179734.781
566.2,3562.417,721879.103
566.4,3768.99,478717.4
567.18,3562.417,268941.352
567.357,3768.99,200809.351
568.2,3191.523,3513594.792
568.3,3604.67,327279.962
568.4,3798.724,100046.689
569.2,3191.523,1176918.668
569.303,3603.105,135591.481
570.11,3055.372,1108794.945
570.2,3186.828,205973.944
570.329,3495.124,189817.529
571.1,3055.372,371991.745
571.375,3706.392,172301.948
572.2,3374.622,323601.382
572.21,3645.359,212129.49
573.208,3374.622,109852.84
574.142,3230.646,135236.719
574.28,4030.338,136319.435
575.316,4044.422,351862.939
576.268,2851.928,313926.291
577.004,2604.665,129919.019
577.31,4124.235,6683788.648
577.381,3833.153,4807518.316
578.3,3801.854,729795.653
578.398,4124.235,2745454.553
578.385,3833.153,2033592.767
579.1,2786.2,1602404.52
579.3,3834.718,251033.322
579.368,4122.67,634362.99
579.908,3490.429,113899.281
580.113,2786.2,549471.191
580.196,3562.417,421946.514
580.2,3357.408,375029.313
580.342,4121.105,131527.046
581.4,3817.504,556975.723
582.13,3490.429,128591.485
582.385,3817.504,236839.135
583.131,3227.516,423135.54
584.175,3358.973,182064.718
585.308,3801.854,71090.731
587.37,3919.226,131736.897
588.262,3920.791,138046.014
589.361,4011.558,243958.509
590.1,3189.958,70909.05
590.2,3448.175,125777.485
590.287,2992.773,463223.635
590.4,4013.123,72824.145
591.264,2992.773,175453.071
591.381,4035.032,152954.826
592.1,3055.372,173415.239
592.363,3491.994,228098.477
593.26,3648.489,103177.32
593.391,3695.438,223720.861
593.97,2604.665,188427.805
594.179,3362.102,131760.497
594.313,3603.105,574791.94
595.263,3002.163,178436.864
595.308,3603.105,234262.304
595.313,3789.335,138237.803
596.317,3797.16,195519.464
597.342,3798.724,67248.652
599.3,4056.942,678979.63
599.313,3743.951,2570269.558
