"mz","rt","into"
348.189,3493.558,215002.221
350.173,3653.184,113665.257
352.953,2523.287,325257.81
353.132,3493.558,127073.726
355.181,3565.546,131022.089
356.207,3834.718,237846.961
357.146,3465.389,123087.805
359.2,3715.782,446149.144
360.064,2687.607,8053174.835
361.1,2679.783,1912069.572
361.178,3161.788,778375.527
362.081,2686.043,514541.882
362.118,3158.658,251609.306
363.146,3255.686,208853.85
364.2,3681.353,125466.05
365,2684.478,6327210.044
365.178,3391.837,218376.887
366,2682.913,1404628.312
366.141,2786.2,868236.678
366.204,3842.543,318069.293
367.2,3523.293,1712150.072
368.2,3523.293,466716.983
372.2,3286.985,3227975.365
373.186,3286.985,789026.459
376.21,3715.782,165280.881
379.148,3324.544,1529429.323
380.114,3146.139,1610769.027
380.16,3324.544,417616.38
380.2,3224.386,177170.797
381.12,3146.139,333494.979
382.14,3238.471,883904.547
385.14,3171.178,896498.296
386.155,3171.178,243353.225
389.2,3348.018,677888.858
390.2,3348.018,203101.085
391.172,3620.32,2106209.867
392.132,3621.885,554438.311
395.2,3709.522,186350.81
396.2,3324.544,650558.011
397.146,3324.544,185109.799
398.2,3354.278,1641655.029
399.137,2795.589,341704.693
400.1,2789.329,303195.027
400.2,3659.444,10756761.955
401.2,3654.749,2991281.269
402.1,2523.287,266426.331
408.1,3446.61,146992.376
408.105,2894.181,179523.512
413.1,3623.45,156450.918
416.1,2682.913,195945.303
419.197,3875.407,585289.87
420.196,3878.537,202773.701
421.097,2797.154,61164.289
424.2,3468.519,1562709.029
426.1,3011.553,295901.813
426.2,3665.703,8906813.727
426.3,3560.851,130114.421
427.206,3668.833,2456144.521
429.204,3880.102,1220814.245
430.1,2684.478,2633887.044
430.2,3881.667,396414.5
431.11,2684.478,757021.326
436.188,3618.755,80397.456
436.3,3659.444,72871.638
438.188,3452.87,2185618.278
439.161,3451.305,529271.426
440.178,3474.779,277043.009
444.119,2686.043,223410.56
447.2,3862.888,2130744.371
448.2,3454.435,1098277.488
449.212,3454.435,343257.411
452.13,3071.021,986976.64
454.183,3285.42,5104758.159
455.155,3285.42,1220496.193
456.138,3285.42,243418.173
458.2,3038.157,311438.474
461.2,3902.011,236766.577
462.2,3297.939,828449.181
463.2,3299.504,139600.869
464.2,3459.13,6446999.265
465.2,3459.13,1657923.072
466.2,3693.873,2508631.186
467.2,3693.873,682214.386
478.221,3621.885,1180443.35
479.273,3621.885,393566.146
480.185,3315.154,24908899.651
481.2,3315.154,6573155.422
482.2,3607.8,5271047.57
483.1,3308.894,48646.46
483.2,3607.8,1396114.729
484.197,3607.8,261192.479
486.2,2797.154,321050.518
486.17,3459.13,260242.88
487.2,2797.154,73786.976
492.2,3657.879,388397.116
493.2,3828.459,65045.062
494.2,3113.275,377995.116
496.2,3423.136,26793724.489
496.2,3351.148,8746891.469
497.2,3423.136,7276387.615
497.2,3349.583,2335777.844
498.2,3349.583,641035.794
498.208,3423.136,1409310.426
499.2,3426.265,204131.6
500.214,2797.154,134956.114
502.187,3161.788,8848866.462
503.161,3161.788,2493545.045
504.2,3255.686,2281405.313
505.193,3255.686,636337.334
505.391,3732.996,81071.947
506.2,3391.837,2558315.804
507.2,3391.837,748842.65
508.2,3523.293,21518577.842
509.1,3490.429,84093.258
509.2,3523.293,6101089.417
510.2,3776.815,2924411.78
510.2,3521.728,1178809.771
511.2,3778.38,837436.404
513.341,3526.423,64899.932
515.294,3421.571,164627.768
518.1,3460.694,49645.945
518.2,3421.571,1015156.28
519.081,3923.921,61655.681
519.188,3421.571,297117.164
520.2,3211.867,836165.463
520.2,3276.03,659716.083
521.2,3211.867,271299.732
521.197,3276.03,205429.076
522.2,3376.187,15535817.6
522.204,3443.48,10886944.003
523.2,3376.187,4667326.501
523.2,3443.48,3365962.179
524.216,3726.737,20685193.581
525.211,3726.737,6222587.325
526.168,3169.613,10999952.823
526.3,3723.607,348467.763
527.168,3169.613,3368800.527
528.184,3233.776,905672.474
528.191,3169.613,638857.381
529.2,3235.341,309385.4
530.1,3211.867,315848.079
530.2,3348.018,9985522.956
531.2,3348.018,3008564.614
532.2,3348.018,624894.875
532.2,3482.604,1109154.829
533.1,3346.453,58173.558
533.213,3481.039,437741.717
534.2,3584.326,853520.6
534.3,3858.193,953893.223
535.091,3754.906,58322.228
535.212,3584.326,280536.067
535.406,3513.903,46040.735
536.033,3922.356,379791.672
536.206,3709.522,2421430.6
536.2,3565.546,920010.466
537.066,3923.921,222341.047
537.2,3565.546,284329.938
537.257,3709.522,742767.78
538.092,3923.921,163954.535
538.218,3498.253,251234.616
539.061,3922.356,55546.138
543.251,3732.996,77568.312
544.1,3380.882,49123.785
544.2,3205.607,2259496.92
545.2,3205.607,725975.33
545.3,3168.048,62514.705
546.2,3725.172,583751.53
546.253,3009.988,558458.724
546.2,3200.912,442341.615
547.256,3009.988,184693.039
548.135,3174.308,596320.591
549.383,3725.172,126904.21
550.227,3690.743,3845726.501
550.234,3617.19,3362932.431
551.221,3690.743,1299548.977
551.258,3617.19,1101438.525
552.272,4041.292,1383960.231
553.282,4042.857,468911.929
554.2,3207.172,408094.095
557.354,3510.773,70883.545
558.2,3387.142,275705.066
558.151,3521.728,232198.859
559.134,3387.142,93621.569
559.22,3526.423,62086.041
560.216,3640.664,85325.769
564.217,3462.259,483456.874
565.2,3459.13,172161.25
566.219,3578.066,557875.851
567.193,3574.936,190798.994
568.2,3211.867,2387020.481
568.3,3614.06,99104.802
569.2,3211.867,844783.484
570.2,3211.867,301688.651
571.426,3717.347,173383.325
572.209,3402.791,314015.492
572.3,2823.758,54231.585
573.236,3402.791,85290.859
576.259,2856.622,97970.4
578.291,3851.933,400878.162
579.149,2789.329,450329.132
579.459,3504.513,96021.435
580.2,3390.272,457511.909
580.229,3574.936,379293.338
581.187,3387.142,134032.797
582.2,3567.111,86087.755
586.224,3288.55,44657.161
590.191,3211.867,139367.953
590.287,2997.468,558365.62
591.298,2997.468,199088.547
592.1,3623.45,36278.381
593.388,3709.522,154498.365
594.237,3393.401,218016.314
596.329,3812.809,142623.145
597.333,3809.679,59829.391
