"mz","rt","into"
371.2,3637.535,196485.035
372,3069.457,73818.429
372.188,3357.409,3894763.174
373.186,3358.974,1009312.484
375.996,2513.899,150305.37
376.156,3454.436,140389.601
377.068,3072.587,94550.813
379.107,3327.675,1271171.508
380.1,3149.27,1717570.346
381,2679.784,1053454.832
381.114,3149.27,365480.255
381.1,2894.182,196228.751
382.107,3243.167,1084915.218
382.2,3787.771,433480.221
384.232,3989.65,1532283.787
385.118,3174.309,1151942.668
385.219,3989.65,484262.009
386.115,3174.309,312436.483
389.176,3349.584,1008373.968
390.186,3349.584,282058.763
391.112,3625.016,4933377.643
392.134,3625.016,1330574.591
393.158,3626.581,273051.507
395.2,3711.088,354284.247
396.162,3327.675,493690.082
397.173,3327.675,133878.117
398.1,3481.04,59244.64
398.2,3445.046,1885559.466
399.107,2798.72,264044.7
400.1,3725.173,77946.199
400.2,3778.381,8851275.097
401.1,3329.24,240788.109
402.092,2517.029,211593.76
403.1,2948.956,111200.257
404,2667.264,128681.339
408.128,3440.351,853918.232
410.255,3933.312,1375014.962
411.257,3933.312,437071.769
412.287,4108.586,1679362.235
413.1,3628.146,665025.144
413.246,4108.586,495456.716
414.1,3629.711,161779.133
416.085,2684.479,418352.633
419.184,3876.973,509341.855
420.208,3878.538,120918.026
423.152,3250.992,212710.776
424.2,3567.112,1745629.799
424.3,3995.91,134988.379
425.1,3543.638,105195.346
426.1,3014.684,588996.111
427.098,3013.119,131034.32
427,2704.823,129671.205
429.2,4072.592,533925.613
429.2,3884.798,574589.75
430.1,2684.479,2487771.171
430.2,4071.027,271827.72
430.2,3884.798,193756.39
431.1,2684.479,718791.792
436.163,3626.581,258360.725
438.125,3451.306,2785907.043
438.293,4052.248,972109.14
439.111,3451.306,662970.167
439.265,4052.248,320746.75
440.174,3470.085,346995.081
441.236,3621.886,276063.86
444.082,2686.044,238158.743
447.2,3870.713,3731989.112
448.086,3014.684,90386.665
448.2,3540.508,1348832.764
448.2,3870.713,1132937.722
449.1,3285.421,95314.684
449.2,3542.073,423762.999
450.2,3625.016,159501.001
452.103,3074.152,1448580.318
454.106,3286.986,8239735.845
455.102,3286.986,1960040.241
456.148,3286.986,358023.964
458.174,3041.288,270001.608
460.133,3449.741,122720.249
461.2,3906.707,391032.23
462.19,3388.708,566169.97
464.139,3459.131,8022734.954
465.186,3459.131,2123612.111
466.2,3687.614,3135583.898
467.2,3687.614,860519.056
468.168,3050.678,232882.513
468.2,3121.101,341179.963
474.087,3074.152,190265.346
478.1,3157.095,202012.549
478.2,3626.581,1694280.046
479.218,3626.581,570663.016
480.143,3316.72,34709483.687
481.113,3316.72,8944328.689
482.1,3553.028,948579.704
482.2,3599.976,7111090.856
482.2,3316.72,1307319.473
483.1,3535.813,74403.389
483.2,3601.541,1856083.602
483.389,3739.257,118948.049
484.153,3601.541,361278.647
486.118,3460.696,333286.344
486.2,2798.72,214907.561
487.094,3454.436,121253.891
491.2,3388.708,386966.751
492.2,3659.445,530440.61
493.2,3673.529,485466.242
494.178,3424.702,717880.644
494.163,3108.581,423997.45
494.192,3172.744,511740.215
496.2,3412.182,29850978.402
496.2,3341.759,11392015.589
497.2,3412.182,8014609.408
497.2,3340.194,3068949.427
498.181,3341.759,851085.538
498.2,3412.182,1492764.258
499.1,3348.019,134033.662
499.214,3412.182,190009.78
500.184,2798.72,124907.606
500.113,3042.853,127081.13
502.1,3164.919,12729848.491
503.1,3164.919,3582621.256
504.108,3258.817,3711291.464
505.145,3258.817,1069985.815
505.381,3731.433,121434.74
506.171,3388.708,4287024.03
506.3,3875.408,165620.465
507.168,3388.708,1250595.364
508.1,3726.738,241711.424
508.2,3524.859,31180104.285
509.2,3523.294,8806212.061
510.2,3767.426,6453425.432
511.2,3767.426,1873350.748
512.1,3349.584,144796.93
512.219,3767.426,386195.276
512.238,2923.917,237653.669
515.324,3413.747,72152.76
517.161,2920.787,53816.975
518.2,3413.747,1259788.409
518.961,3928.617,70898.243
519.143,3413.747,354629.164
520.2,3207.173,788899.449
520.2,3269.771,752952.517
520.3,4132.061,247336.148
521.178,3207.173,237604.394
521.2,3269.771,230073.867
521.314,4132.061,98795.806
522.2,3368.363,18430053.082
522.2,3434.091,13919591.75
523.2,3368.363,5345230.7
523.2,3434.091,4056525.674
524.2,3704.828,25558248.477
524.3,3654.75,172706.502
525.2,3706.393,7592426.653
526.104,3174.309,15464033.134
526.2,3704.828,1692971.925
527.1,3174.309,4631745.743
527.23,3725.173,428401.612
528.1,3288.551,633165.888
528.146,3236.907,1475902.283
528.128,3174.309,908799.329
529.12,3236.907,454402.58
529.153,3288.551,195320.894
530.2,3349.584,15174656.611
530.949,2894.182,213839.463
531.1,3391.838,163604.826
531.2,3349.584,4627131.484
532.2,3484.17,2683680.02
532.2,3349.584,960732.195
532.96,2894.182,154431.28
533.2,3484.17,835934.286
533.2,3884.798,222776.185
534.2,3585.892,1856769.356
535.193,3584.327,594251.204
535.3,3862.889,432659.757
535.4,3515.469,51407.12
536.025,3927.052,480678.946
536.2,3712.653,5219486.479
537.007,3927.052,249568.994
537.2,3712.653,1564902.302
538.067,3930.182,243435.388
538.2,3712.653,247527.263
538.2,3488.865,245668.568
538.31,4132.061,218424.005
539.044,3927.052,78120.299
539.343,4133.626,76714.597
544.1,3362.104,143469.958
544.2,3202.478,2788004.866
545.198,3200.913,921066.988
546.194,3200.913,613978.931
546.194,3706.393,673244.227
546.362,4135.191,210855.479
547.188,3200.913,171656.236
547.3,4135.191,90076.449
548.1,3180.569,738224.255
549.1,3180.569,220591.15
549.304,4125.801,287086.948
549.426,3720.478,221688.51
550.1,3718.913,111290.28
550.1,3238.472,113738.36
550.2,3675.094,5451625.613
550.2,3604.671,4816240.042
551.205,3675.094,1768703.516
551.209,3606.236,1585845.212
552.224,4002.17,1089588.822
554.143,3210.303,457554.355
555.114,3211.868,191690.59
556.152,3438.786,150507.501
556.3,2911.397,227810.118
557.435,3507.644,120797.526
558.174,3388.708,314872.105
558.163,3527.989,319508.503
559.182,3387.143,106633.749
559.2,3534.248,83968.484
560.238,3642.23,177430.901
561.194,3645.36,68762.222
562.2,3745.517,151300.838
563.048,3707.958,59220.504
564.2,3454.436,403730.496
564.253,3873.843,389919.812
564.363,4135.191,227250.834
565.2,3870.713,102993.881
565.2,3454.436,145338.471
565.388,4135.191,99024.55
566.2,3573.372,330110.364
568.2,3207.173,3575867.178
568.306,3612.496,181116.054
569.2,3207.173,1238845.201
569.3,3609.366,81690.253
569.8,2916.092,623133.873
570.1,3135.185,772818.679
570.176,3207.173,354455.884
570.3,4124.236,115013.787
570.8,2923.917,105638.445
571.11,3136.75,259075.998
571.441,3712.653,264564.815
571.8,2916.092,802138.252
572.2,3396.533,369754.119
572.2,3667.269,187286.956
572.8,2917.657,172153.89
573.251,3394.968,105593.061
573.8,2922.352,169753.864
573.96,3712.653,51671.605
574.331,4042.858,74157.868
575.361,4127.366,125848.776
577.3,4080.417,668933.019
578.2,3934.877,501358.903
578.289,3836.284,589139.519
579.1,2787.766,1279959.498
579.346,3502.949,187855.539
580.107,2789.331,469956.825
580.2,3382.448,212356.599
581.122,2787.766,105566.655
584.471,3506.079,35657.101
590.187,3208.738,204573.05
590.254,3000.599,388183.845
591.259,2999.034,138598.443
592.077,3135.185,101071.024
593.05,3495.125,40023.371
593.444,3706.393,213074.566
594.163,3385.578,112116.148
594.288,3610.931,164187.368
596.049,3711.088,65769.92
596.343,3809.68,273204.871
597.307,3811.245,104149.965
598.432,3700.133,51683.747
599.3,4122.671,292794.285
