"mz","rt","into"
380.2,3322.979,113088.342
381,2681.348,1853495.08
382.109,3250.991,544489.262
382.2,3781.51,102300.92
384.229,3975.564,196445.911
385.105,3166.483,1245689.576
385.123,3643.794,884638.16
385.2,3432.525,702667.245
386.127,3643.794,271191.025
386.106,3166.483,345949.412
386.192,3432.525,208161.474
388.097,2681.348,702064.676
389.195,3343.323,1231191.857
390.166,3343.323,345712.066
391.146,3621.885,9246372.59
392.103,3621.885,2482519.829
393.153,3621.885,431680.535
394.158,3288.55,180140.104
395.217,3700.132,263984.712
396.177,3324.544,289612.709
397.144,3049.112,204906.728
398.2,3703.262,888063.382
399.1,2798.719,541969.995
400.1,2798.719,158828.073
400.13,2905.136,196556.175
401.191,3734.561,323630.511
403.084,2947.39,109363.013
403.207,3441.915,478094.958
404.067,2684.478,314592.251
405.083,2903.571,107684.52
408.2,3445.045,268866.145
410.212,3928.616,137450.635
412.289,4094.501,486799.444
413.124,3626.58,389790.514
413.231,4094.501,151907.275
414.2,3050.677,784648.344
414.2,3460.694,571742.486
415.2,3050.677,239239.598
416.089,2681.348,470797.966
419.1,4116.41,242114.89
419.1,3058.501,297579.937
419.2,3776.815,1098195.944
421.086,2797.154,140031.229
424.2,3144.574,115696.343
426.1,3005.293,821819.408
427.11,3006.858,202064.439
429.2,3878.537,775416.81
429.2,4025.643,900888.438
430.1,2681.348,2006604.232
430.2,3878.537,246396.73
430.214,4025.643,299915.343
431.114,2681.348,589107.862
433.178,3790.9,747277.232
436.197,3621.885,383207.742
436.24,2939.565,413151.495
437.1,3186.828,497091.045
437.2,3621.885,135343.342
438.163,3441.915,3299908.92
438.3,4045.987,167854.075
439.163,3441.915,812861
440.177,3456,452757.013
440.117,3138.314,128356.605
441.093,4105.455,139527.317
441.2,3033.462,353534.187
442.232,3625.015,447408.25
442.948,2682.913,714815.215
443.215,3626.58,133017.396
444.072,2681.348,352281.103
444.2,2887.922,336163.214
445.2,4044.422,298777.628
447.2,3845.673,1142399.92
448.2,3844.108,506906.856
449.114,2887.922,153447.498
450.19,3623.45,394726.374
451.212,3625.015,133969.314
452.1,3066.326,2491178.837
452.2,3107.015,77444.025
454.102,3276.03,12986144.64
455.119,3276.03,3152523.48
456.131,3276.03,584342.94
457.153,3274.465,83688.375
458.2,3035.027,1742958.735
458.246,2933.305,550533.033
459.195,3035.027,687933.674
459.1,4105.455,213968.594
460.189,3440.35,168004.342
463.151,3035.027,708094.491
464.2,3454.435,8298241.378
465.1,3418.441,155385.774
465.197,3454.435,2225149.452
466.1,3189.958,185270.256
466.2,3678.223,1963051.96
466.171,3457.565,670113.536
467.194,3676.658,533336.667
468.125,3030.332,217626.642
468.18,3099.19,264905.971
468.259,2931.74,224459.214
470.19,3621.885,181707.909
470.282,3778.38,942998.575
471.274,3778.38,306242.33
471.923,2928.61,189394.625
474.1,3066.326,267902.633
476.1,3274.465,813616.895
477.1,3272.9,150797.14
478.1,3150.834,330970.974
478.2,3623.45,1870118.095
479.216,3623.45,620010.659
480.159,3307.329,43470430.437
480.3,2939.565,224023.49
481.153,3307.329,11197391.888
482.2,3585.891,4724676.262
482.2,3535.812,1929192.352
482.173,3307.329,2016689.329
483.194,3587.456,1335002.507
483.2,3535.812,540258.678
484.2,3587.456,285351.852
485.194,3019.378,375752.32
486.132,3454.435,281818.935
486.211,2797.154,266156.361
487.125,3213.432,417285.74
488.192,2875.402,533143.14
489.2,2875.402,176571.447
493.128,2873.837,184942.31
494.195,3415.311,1526066.444
494.2,3152.399,512972.533
495.213,3416.876,433586.612
496.1,3545.202,108097.68
496.2,3382.447,31551042.511
496.2,3316.719,11675659.17
497.2,3382.447,8397284.084
497.2,3316.719,3225456.683
498.1,3351.148,272313.82
498.2,3382.447,1621941.687
498.196,3316.719,710412.553
498.3,3919.226,264925.245
499.189,3382.447,251453.419
499.228,3318.284,121800.937
500.092,3038.157,193711.005
500.211,2800.284,214982.678
501.149,3096.06,110658.556
501.325,3460.694,148814.452
502.1,3155.529,16450453.93
502.2,3019.378,2939744.268
503.105,3155.529,4778155.418
503.2,3019.378,890716.122
504.124,3250.991,5937698.266
504.2,3152.399,466865.771
505.129,3250.991,1665003.843
506.183,3379.317,5639064.187
507.2,3379.317,1603957.095
507.2,3020.943,1018095.421
508.1,3362.102,321721.88
508.084,3279.16,257315.99
508.2,3513.903,43677357.537
509.2,3513.903,12222713.19
510.2,3745.516,2384322.977
510.2,3521.728,3173146.625
510.309,3715.782,65565.675
511.2,3745.516,703755.379
512.268,2919.221,269403.422
515.163,2869.142,106923.806
515.866,2919.221,123344.226
516.2,3096.06,347659.786
518.191,3384.012,861712.01
518.856,3709.522,59405.835
519.159,3382.447,266616.611
520.2,3188.393,805882.167
520.184,3249.426,625703.517
520.2,3914.531,259135.83
520.333,4127.365,140358.871
521.164,3188.393,240531.961
522.2,3344.888,20005018.762
522.2,3407.486,14903707.84
522.3,3538.942,79636.54
523.1,3020.943,177507.285
523.2,3344.888,5820624.952
523.2,3407.486,4369192.04
523.3,3703.262,188265.947
523.304,4044.422,194312.892
524.1,3197.782,836062.503
524.2,3661.009,21262920.363
524.326,2914.526,604453.467
525.2,3661.009,6306344.948
526.1,3166.483,20886730.85
526.2,3661.009,1413279.151
526.3,4036.597,437687.443
527.1,3166.483,6069048.088
527.2,3216.562,534558.867
527.321,4036.597,170970.181
528.107,3229.081,2531824.433
528.121,3166.483,1121942.067
528.109,3280.725,861036.219
529.141,3229.081,758088.823
529.2,3003.728,454762.582
529.306,3147.704,85703.802
530.189,3343.323,21616404.145
531.2,3343.323,6551976.416
532.2,3476.344,5061891.108
532.189,3343.323,1425010.05
532.345,3706.392,70600.28
533.189,3476.344,1563205.301
534.2,3574.936,2168827.08
534.3,3839.413,122926.129
535.2,3574.936,704656.296
535.348,3509.208,449265.606
536.2,3700.132,4689884.352
537.211,3700.132,1448402.608
538.1,3914.531,191859.61
538.2,3700.132,319601.914
538.374,4127.365,163577.289
541.039,3704.827,121987.419
542.133,3844.108,181950.03
542.228,3257.251,137538.529
544.1,3416.876,253294.556
544.2,3185.263,3111678.749
545.2,3185.263,1004782.283
546.172,3193.087,931739.931
546.21,3005.293,4004713.143
546.335,2909.831,386757.963
547.229,3005.293,1317802.581
548.2,3994.344,568985.387
548.4,3751.776,458691.54
549.308,4039.727,944461.187
550.218,3574.936,5101311.334
550.2,3642.229,3360936.698
550.313,4039.727,394832.353
551.2,3642.229,1053232.48
551.2,3006.858,880797.454
551.203,3574.936,1652649.798
551.326,3840.978,1166121.483
552.321,3840.978,568338.806
553.184,3348.018,258075.904
554.197,3327.673,394694.056
555.11,2975.559,165607.116
556.2,3429.395,352191.997
556.286,2905.136,237945.079
557.127,3343.323,164930.655
557.242,2908.266,99118.679
557.204,3426.265,122871.843
557.33,3778.38,125696.105
557.465,3493.558,138021.228
558.081,3249.426,118532.022
558.19,3521.728,462254.263
559.237,3523.293,140376.015
559.956,2902.006,115872.94
560.235,3081.976,497853.843
562.2,3424.701,131295.954
562.988,3700.132,100043.56
563.399,3803.419,504819.157
564.2,3430.96,483380.926
564.363,3803.419,231250.276
564.379,3731.431,212821.49
565.227,3430.96,164572.995
566.187,3560.851,759720.627
566.4,3751.776,525571.924
567.166,3005.293,292657.05
567.384,3753.341,213186.879
568.2,3189.958,4441771.336
568.361,2905.136,406865.57
569.2,3189.958,1498906.589
570.1,3044.417,1485427.066
570.2,3189.958,349524.735
570.439,3495.123,80854.251
571.107,3044.417,485556.22
571.379,3778.38,82092.075
571.418,3697.002,83754.087
572.1,3047.547,90934.397
572.2,3374.622,308131.285
573.24,2991.208,482383.154
573.3,3371.492,104338.55
574.126,3218.127,138481.934
574.3,2997.468,103961.627
575.361,4039.727,533351.846
576.205,2851.928,588883.9
576.318,4039.727,266847.001
576.406,3831.588,155391.71
577.2,2855.057,194780.81
577.379,4119.54,10997127.522
577.385,3820.634,4653556.359
578.385,4119.54,4480398.386
578.387,3820.634,1949132.046
579.1,2786.2,1757125.882
579.3,3814.374,399736.561
579.381,4119.54,1003584.788
579.99,3490.429,159262.499
580.119,2786.2,637791.543
580.195,3357.408,571668.41
580.197,3560.851,469043.684
581.399,3801.854,602963.266
582.4,3803.419,263600.178
583.123,3191.522,307634.741
584.175,3357.408,142677.55
584.488,3695.437,165757.351
585.254,3701.697,104424.048
585.359,3787.77,73244.232
587.379,3912.966,120187.096
588.222,2790.894,113773.026
589.376,3999.038,232271.116
590.293,2992.773,4560396.434
590.463,2908.266,149847.812
591.3,2994.338,1576633.186
592.11,3045.982,222796.862
592.246,2994.338,366745.026
594.2,3360.537,203990.889
594.31,3606.235,174772.996
594.434,3830.023,158396.148
595.2,2994.338,857615.435
595.319,3775.25,167692.88
596.213,2994.338,303602.747
599.332,3726.737,2501031.613
599.311,4049.117,982519.52
